;Unnamed: 0;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction;ID
2425;10136;France;Trésorerie amendes;1;1;37;580;04/05/2022;0;273296
2426;10138;France;Ville - Commune;1;0;3;365;31/03/2022;0;273293
2427;10139;France;COMMISSARIAT DE POLICE;1;0;2;468;30/03/2022;0;273290
2428;10140;France;Maprim'renov;1;1;57;998;24/05/2022;1;273287
2429;10142;France;Carsat;0;0;3;161;31/03/2022;0;273284
2430;10144;France;CAF;1;0;37;287;04/05/2022;0;273281
2431;10146;France;Maprocuration.gouv.fr;0;1;-51;126;05/02/2022;0;273278
2432;10147;France;ANTS;0;1;129;403;04/08/2022;0;273275
2433;10148;France;CNAM;0;0;2;213;30/03/2022;0;273272
2434;10151;France;Chèque énergie;1;0;46;339;13/05/2022;0;273269
2435;10152;France;Maprim'renov;1;1;57;108;24/05/2022;1;273266
2436;10153;France;Carsat;1;0;17;830;14/04/2022;0;273263
2437;10154;France;Région de Gendarmerie;0;0;37;97;04/05/2022;0;273260
2438;10156;France;Cadastre.gouv.fr;1;0;37;137;04/05/2022;0;273257
2439;10157;France;Maprocuration.gouv.fr;0;0;-51;439;05/02/2022;0;273254
2440;10158;France;CNAM;1;0;37;271;04/05/2022;0;273251
2441;10159;France;ANTS;0;1;129;308;04/08/2022;0;273249
2442;10160;France;ANAH;1;1;57;407;24/05/2022;0;273246
2443;10161;France;COMMISSARIAT DE POLICE;0;0;68;401;04/06/2022;0;273243
2444;10162;France;Centre national CESU;1;0;-84;683;04/01/2022;0;273240
2445;10164;France;Carsat;1;1;6;964;04/04/2022;0;273237
2446;10167;France;DGFIP;1;0;21;372;19/04/2022;0;273234
2447;10170;France;Carsat;0;0;2;238;31/03/2022;0;273231
2448;10171;France;Carsat;0;0;2;186;31/03/2022;0;273228
2449;10174;France;Carsat;0;0;2;150;31/03/2022;0;273225
2450;10175;France;Carsat;1;1;2;393;31/03/2022;0;273222
2451;10177;France;Carsat;0;0;-84;151;04/01/2022;0;273219
2452;10178;France;Info Retraite;0;0;6;217;04/04/2022;0;273216
2453;10179;France;Carsat;0;0;5;214;04/04/2022;0;273213
2454;10180;France;Carsat;0;0;-84;140;04/01/2022;0;273210
2455;10182;France;Casier judiciaire national;1;0;6;186;04/04/2022;0;273208
2456;10183;France;Carsat;1;0;17;301;15/04/2022;0;273205
2457;10185;France;Carsat;0;1;2;180;31/03/2022;0;273202
2458;10186;France;CPAM;1;0;2;416;31/03/2022;0;273196
2459;10187;France;ANTS;0;0;97;489;04/07/2022;0;273199
2460;10188;France;Carsat;1;0;-84;104;04/01/2022;0;273193
2461;10190;France;Carsat;1;0;220;871;04/11/2022;0;273190
2462;10191;France;Carsat;0;0;2;140;31/03/2022;0;273188
2463;10192;France;Carsat;0;1;-84;283;04/01/2022;0;273185
2464;10193;France;Carsat;0;0;2;184;31/03/2022;0;273182
2465;10194;France;Carsat;0;1;-84;139;04/01/2022;0;273179
2466;10195;France;Collectivités territoriales - Communes;1;0;128;986;04/08/2022;0;273176
2467;10196;France;Carsat;0;0;-84;161;04/01/2022;0;273173
2468;10200;France;Maprim'renov;1;0;56;619;24/05/2022;1;273170
2469;10201;France;CAF;1;0;67;260;04/06/2022;0;273167
2470;10203;France;COMMISSARIAT DE POLICE;1;1;220;999;04/11/2022;0;273164
2471;10204;France;Carsat;0;0;220;330;04/11/2022;0;273161
2472;10205;France;Carsat;0;0;-84;160;04/01/2022;0;273158
2473;10207;France;Carsat;0;0;220;297;04/11/2022;0;273155
2474;10209;France;Carsat;1;1;250;969;04/12/2022;0;273152
2475;10211;France;Carsat;1;0;220;398;04/11/2022;0;273149
2476;10212;France;CPAM;0;0;36;127;04/05/2022;0;273146
2477;10213;France;Maprocuration.gouv.fr;0;0;-52;236;05/02/2022;0;273143
2478;10215;France;ANAH;1;0;56;426;24/05/2022;0;273140
2479;10216;France;ANAH;1;0;56;551;24/05/2022;0;273137
2480;10217;France;CAF;0;1;67;477;04/06/2022;0;273134
2481;10218;Allemagne;CROUS;1;0;67;266;04/06/2022;1;273131
2482;10219;France;COMMISSARIAT DE POLICE;0;0;-52;188;05/02/2022;0;273128
2483;10221;France;AGIRC-ARRCO;1;1;28;462;26/04/2022;0;273125
2484;10222;France;Carsat;0;0;2;302;31/03/2022;0;273122
2485;10223;France;CAF;1;0;36;958;04/05/2022;0;273119
2486;10224;France;CAF;0;0;-84;251;04/01/2022;0;273116
2487;10225;France;Carsat;0;0;2;219;31/03/2022;0;273113
2488;10226;France;Carsat;1;0;2;438;31/03/2022;0;273110
2489;10227;France;Moncommissariat.fr;0;0;6;154;04/04/2022;0;273107
2490;10229;France;Carsat;1;0;250;253;04/12/2022;0;273104
2491;10232;France;AGIRC-ARRCO;0;0;1;151;31/03/2022;0;273101
2492;10235;France;ONACVG;0;0;5;230;04/04/2022;0;273098
2493;10236;France;Carsat;1;1;5;998;04/04/2022;0;273095
2494;10239;France;Messervices.etudiant.gouv.fr;1;1;-85;742;04/01/2022;0;273092
2495;10240;France;Maprocuration.gouv.fr;1;0;5;997;04/04/2022;0;273089
2496;10242;France;Carsat;0;0;5;776;04/04/2022;0;273086
2497;10243;France;Centre national CESU;0;0;14;295;13/04/2022;0;273085
2498;10244;Royaume-uni;Réseau consulaire;0;1;159;572;05/09/2022;1;273082
2499;10245;France;Carsat;0;0;-85;165;04/01/2022;0;273079
2500;10247;Suisse;Carsat;1;0;35;559;04/05/2022;1;273076
2501;10248;France;Région de Gendarmerie;1;1;14;310;13/04/2022;0;273073
2502;10250;France;Impots.gouv.fr;0;1;1;567;31/03/2022;0;273070
2503;10251;France;Carsat;1;0;96;911;04/07/2022;0;273067
2504;10252;France;CAF;1;1;56;1028;25/05/2022;0;273066
2505;10253;France;Amendes.gouv.fr;1;1;5;326;04/04/2022;0;273063
2506;10255;France;CNAM;0;1;-85;143;04/01/2022;0;273060
2507;10256;France;Carsat;0;1;-85;193;04/01/2022;0;273057
2508;10257;France;Maprim'renov;0;1;21;637;20/04/2022;1;273054
2509;10258;France;Impots.gouv.fr;0;1;20;173;19/04/2022;0;273051
2510;10259;France;CNAM;1;0;-85;433;04/01/2022;0;273048
2511;10260;Belgique;Franceconnect;0;0;5;550;04/04/2022;0;273046
2512;10261;France;COMMISSARIAT DE POLICE;1;0;-53;393;05/02/2022;0;273043
2513;10265;France;Carsat;0;0;5;870;04/04/2022;0;273040
2514;10266;France;Carsat;1;0;5;654;04/04/2022;0;273037
2515;10268;France;AGIRC-ARRCO;1;0;5;994;04/04/2022;0;273034
2516;10269;France;Impots.gouv.fr;1;0;127;542;04/08/2022;0;273028
2517;10270;France;Carsat;1;0;-85;869;04/01/2022;0;273024
2518;10272;France;CNAM;1;1;-85;343;04/01/2022;0;273027
2519;10274;France;Région de Gendarmerie;1;1;21;972;20/04/2022;0;273021
2520;10276;France;Carsat;0;0;4;151;04/04/2022;0;273018
2521;10277;France;Carsat;0;0;-86;432;04/01/2022;0;273015
2522;10278;France;Carsat;1;0;-86;756;04/01/2022;0;273012
2523;10280;Madagascar;Carsat;0;0;4;487;04/04/2022;0;273009
2524;10281;France;AGENCE POLE EMPLOI (APE);1;0;-86;528;04/01/2022;0;273007
2525;10282;France;Carsat;1;0;4;94;04/04/2022;0;273004
2526;10283;France;Centre national CESU;1;0;13;543;13/04/2022;0;273001
2527;10284;France;CAF;1;1;4;938;04/04/2022;0;272998
2528;10286;France;Centre du service national et de la jeunesse;0;0;126;206;04/08/2022;0;272995
2529;10287;France;Carsat;0;0;34;368;04/05/2022;0;272992
2530;10288;France;ANTS;1;0;95;310;04/07/2022;0;280327
2531;10289;France;CPAM;1;0;4;500;04/04/2022;0;272989
2532;10290;France;Carsat;0;0;4;237;04/04/2022;0;272987
2533;10291;France;Maprocuration.gouv.fr;0;0;-54;276;05/02/2022;0;272984
2534;10292;France;Maprim'renov;1;1;54;708;24/05/2022;1;272981
2535;10294;France;DGFIP;1;0;-86;476;04/01/2022;0;280194
2536;10297;France;Région de Gendarmerie;0;1;4;109;04/04/2022;0;272978
2537;10300;France;Région de Gendarmerie;0;0;4;214;04/04/2022;0;280191
2538;10301;France;Région de Gendarmerie;1;0;22;423;22/04/2022;0;272975
2539;10304;France;Région de Gendarmerie;0;0;4;156;04/04/2022;0;272972
2540;10305;France;Région de Gendarmerie;1;0;126;387;04/08/2022;0;272969
2541;10307;France;Région de Gendarmerie;0;0;19;157;19/04/2022;0;272968
2542;10308;France;ANTS;1;1;34;566;04/05/2022;0;272965
2543;10309;France;Région de Gendarmerie;0;1;15;525;15/04/2022;0;272962
2544;10310;France;Carsat;0;0;4;301;04/04/2022;0;280189
2545;10312;France;ANTS;1;0;34;391;04/05/2022;0;272959
2546;10313;France;Région de Gendarmerie;0;1;13;503;13/04/2022;0;272956
2547;10315;France;COMMISSARIAT DE POLICE;0;0;4;122;04/04/2022;0;272953
2548;10316;France;ANTS;0;1;34;327;04/05/2022;0;272950
2549;10317;France;AGIRC-ARRCO;0;1;26;294;26/04/2022;0;280186
2550;10318;France;CPAM;1;0;22;492;22/04/2022;0;272944
2551;10320;France;Carsat;1;0;218;112;04/11/2022;0;272941
2552;10321;France;CPAM;0;1;34;270;04/05/2022;0;272938
2553;10322;France;Carsat;1;0;34;513;04/05/2022;0;272935
2554;10323;France;Centre national CESU;0;1;13;752;13/04/2022;0;272932
2555;10324;France;Pré-plainte en ligne (PPEL);0;1;65;629;04/06/2022;0;269691
2556;10325;France;ANTS;1;1;20;504;20/04/2022;0;272929
2557;10326;France;Carsat;1;0;248;418;04/12/2022;0;272926
2558;10330;France;Région de Gendarmerie;0;0;34;319;04/05/2022;0;272925
2559;10331;France;ANTS;0;0;34;349;04/05/2022;0;272922
2560;10333;France;Service-public.fr;0;1;30;175;30/04/2022;0;272919
2561;10334;France;ANTS;0;0;34;408;04/05/2022;0;272916
2562;10335;France;Carsat;1;0;95;442;04/07/2022;0;269682
2563;10337;France;Région de Gendarmerie;1;0;65;124;04/06/2022;0;272913
2564;10339;France;Carsat;0;0;34;144;04/05/2022;0;272910
2565;10341;France;CAF;1;1;50;394;20/05/2022;0;269670
2566;10342;France;Carsat;0;0;34;181;04/05/2022;0;272907
2567;10343;France;Maprocuration.gouv.fr;0;0;29;129;29/04/2022;0;272904
2568;10345;France;ANTS;1;1;126;987;04/08/2022;0;272901
2569;10346;France;Région de Gendarmerie;1;0;218;194;04/11/2022;0;272898
2570;10347;France;Maprocuration.gouv.fr;0;0;29;112;29/04/2022;0;272895
2571;10348;Espagne;Réseau consulaire;0;0;244;500;05/09/2022;1;272892
2572;10349;France;ANTS;0;0;212;181;04/08/2022;0;272890
2573;10351;France;Carsat;1;0;212;994;04/08/2022;0;272887
2574;10352;France;Région de Gendarmerie;0;1;100;985;14/04/2022;0;272884
2575;10353;France;CNAM;1;1;105;562;19/04/2022;0;272881
2576;10354;France;Région de Gendarmerie;0;0;151;252;04/06/2022;0;272878
2577;10355;France;CAF;1;0;334;146;04/12/2022;0;272875
2578;10356;France;Service Central d'Etat Civil;1;1;106;221;20/04/2022;0;272874
2579;10357;France;CAF;0;0;181;132;04/07/2022;0;269661
2580;10359;France;ANAH;1;0;32;349;05/02/2022;0;272871
2581;10362;France;CAF;0;1;120;212;04/05/2022;0;272868
2582;10365;France;Région de Gendarmerie;1;0;101;262;15/04/2022;0;272865
2583;10366;France;Carsat;1;0;133;385;17/05/2022;0;272862
2584;10369;France;AGIRC-ARRCO;1;0;112;569;26/04/2022;0;272859
2585;10370;France;CROUS;1;1;120;972;04/05/2022;0;272858
2586;10372;France;Carsat;0;0;304;439;04/11/2022;0;272855
2587;10373;France;Service-public.fr;1;1;109;718;23/04/2022;0;272852
2588;10374;France;CPAM;0;1;105;340;19/04/2022;0;272849
2589;10375;France;Maprocuration.gouv.fr;0;0;115;174;29/04/2022;0;272846
2590;10377;France;CPAM;0;0;105;227;19/04/2022;0;272843
2591;10378;France;AGIRC-ARRCO;0;1;304;975;04/11/2022;0;272840
2592;10380;France;Maprocuration.gouv.fr;1;0;32;192;05/02/2022;0;269652
2593;10381;France;ANTS;0;0;105;349;19/04/2022;0;272837
2594;10382;France;Centre national CESU;0;0;105;994;19/04/2022;0;272834
2595;10383;France;Carsat;1;0;120;247;04/05/2022;0;272831
2596;10385;France;Centre national CESU;0;0;99;256;13/04/2022;0;272828
2597;10386;France;Carsat;0;0;120;230;04/05/2022;0;272825
2598;10387;France;Maprocuration.gouv.fr;0;0;115;164;29/04/2022;0;269643
2599;10388;France;Centre national CESU;1;0;99;822;13/04/2022;0;272824
2600;10389;France;Carsat;1;1;304;912;04/11/2022;0;269640
2601;10390;France;ANTS;1;0;120;254;04/05/2022;0;269637
2602;10391;France;ANTS;1;1;105;915;19/04/2022;0;272821
2603;10395;France;Carsat;1;0;304;562;04/11/2022;0;272818
2604;10396;France;AGENCE POLE EMPLOI (APE);1;0;181;218;04/07/2022;1;272815
2605;10398;France;AGIRC-ARRCO;0;0;114;985;28/04/2022;0;272812
2606;10399;France;Maprocuration.gouv.fr;0;1;143;335;27/05/2022;0;272809
2607;10400;France;Moncommissariat.fr;0;0;181;176;04/07/2022;0;272806
2608;10402;France;Moncommissariat.fr;0;1;59;228;04/04/2022;0;272803
2609;10404;France;Carsat;0;0;89;359;04/05/2022;0;269631
2610;10406;France;Carsat;1;0;273;541;04/11/2022;0;272800
2611;10407;France;Région de Gendarmerie;0;0;150;101;04/07/2022;0;272797
2612;10408;France;CNAM;1;0;89;180;04/05/2022;0;272794
2613;10410;France;Carsat;0;0;120;998;04/06/2022;0;272791
2614;10411;France;Carsat;1;0;273;519;04/11/2022;0;272788
2615;10412;France;CNAM;1;1;120;700;04/06/2022;0;272785
2616;10413;France;Amendes.gouv.fr;0;1;59;695;04/04/2022;0;272782
2617;10414;France;ANTS;1;0;89;555;04/05/2022;0;272779
2618;10416;France;Maprocuration.gouv.fr;0;0;1;106;05/02/2022;0;272776
2619;10417;France;Carsat;0;0;59;365;04/04/2022;0;272773
2620;10418;France;Carsat;1;0;59;290;04/04/2022;0;272770
2621;10419;France;CROUS;1;0;59;585;04/04/2022;0;272767
2622;10420;France;Crit'air;1;1;70;257;15/04/2022;0;272764
2623;10421;France;AGIRC-ARRCO;0;1;81;289;26/04/2022;0;272761
2624;10422;France;ANTS;0;1;120;473;04/06/2022;0;272758
2625;10424;France;Maprocuration.gouv.fr;0;0;1;384;05/02/2022;0;272754
2626;10427;France;Carsat;0;0;59;295;04/04/2022;0;272751
2627;10430;France;Réseau des rectorats et DSDEN;1;0;1;1000;05/02/2022;0;272748
2628;10431;France;ANTS;1;0;89;436;04/05/2022;0;272745
2629;10434;France;CAF;0;0;89;236;04/05/2022;0;272742
2630;10435;France;COMMISSARIAT DE POLICE;0;1;112;254;27/05/2022;0;272739
2631;10437;France;Moncommissariat.fr;0;0;92;187;04/06/2022;0;272738
2632;10438;France;CAF;0;0;185;125;05/09/2022;0;272735
2633;10439;France;Centre national CESU;0;0;40;349;13/04/2022;0;272732
2634;10440;France;Franceconnect;0;0;31;834;04/04/2022;0;272729
2635;10442;France;COMMISSARIAT DE POLICE;0;0;-27;596;05/02/2022;0;272726
2636;10443;France;AGENCE POLE EMPLOI (APE);1;0;31;996;04/04/2022;1;272723
2637;10445;France;Centre national CESU;0;0;40;165;13/04/2022;0;272722
2638;10446;France;Carsat;0;0;55;714;28/04/2022;0;272719
2639;10447;France;COMMISSARIAT DE POLICE;1;1;31;766;04/04/2022;0;272716
2640;10448;France;CNAM;1;0;31;388;04/04/2022;0;272713
2641;10450;France;ANTS;1;0;61;313;04/05/2022;0;272710
2642;10451;France;CROUS;0;0;92;669;04/06/2022;0;272707
2643;10452;France;Service-public.fr;0;1;50;967;23/04/2022;0;272704
2644;10453;France;Maprocuration.gouv.fr;0;0;-27;502;05/02/2022;0;272701
2645;10454;France;Carsat;0;0;31;169;04/04/2022;0;272698
2646;10455;France;Centre national CESU;0;0;40;592;13/04/2022;0;272695
2647;10456;France;Carsat;1;0;42;227;15/04/2022;0;272692
2648;10460;France;Amendes.gouv.fr;1;1;61;235;04/05/2022;0;272689
2649;10461;France;CAF;0;0;185;719;05/09/2022;0;272686
2650;10463;France;CNAM;0;0;61;337;04/05/2022;0;272683
2651;10464;France;Réseau des rectorats et DSDEN;1;0;-58;1007;05/02/2022;0;272680
2652;10465;France;Centre national CESU;1;1;15;160;19/04/2022;0;272677
2653;10467;France;Région de Gendarmerie;0;0;91;138;04/07/2022;0;269622
2654;10469;France;CPAM;1;1;61;414;04/06/2022;0;272674
2655;10471;Espagne;Maprocuration.gouv.fr;0;0;-58;196;05/02/2022;0;272671
2656;10472;France;ANTS;1;0;91;1000;04/07/2022;0;272668
2657;10473;France;CPAM;1;1;61;537;04/06/2022;0;272665
2658;10475;France;Région de Gendarmerie;0;0;214;176;04/11/2022;0;272662
2659;10476;France;Carsat;1;0;61;138;04/06/2022;0;272659
2660;10477;France;Région de Gendarmerie;1;1;15;765;19/04/2022;0;272656
2661;10478;France;ANTS;1;0;91;219;04/07/2022;0;272653
2662;10479;France;Région de Gendarmerie;0;0;214;148;04/11/2022;0;272650
2663;10481;France;Région de Gendarmerie;0;0;61;100;04/06/2022;0;272647
2664;10482;France;CAF;0;0;91;541;04/07/2022;0;272644
2665;10483;France;ANTS;0;0;15;210;19/04/2022;0;272641
2666;10484;France;Région de Gendarmerie;0;0;61;171;04/06/2022;0;269619
2667;10485;France;Carsat;0;0;61;264;04/06/2022;0;272638
2668;10486;France;Carsat;1;0;11;546;15/04/2022;0;272635
2669;10487;France;Carsat;0;0;244;174;04/12/2022;0;272632
2670;10619;France;Carsat;1;0;-121;256;05/03/2022;0;272629
2671;10622;France;Maprocuration.gouv.fr;0;1;-38;505;27/05/2022;0;272626
2672;10625;France;AGIRC-ARRCO;0;0;-69;320;26/04/2022;0;272623
2673;10626;France;ANTS;0;0;-76;226;19/04/2022;0;272620
2674;10629;France;Maprocuration.gouv.fr;1;0;-121;168;05/03/2022;0;272617
2675;10630;France;Service-public.fr;0;0;-65;284;30/04/2022;0;272614
2676;10632;France;CPAM;0;0;153;280;04/12/2022;0;272611
2677;10633;France;Franceconnect;0;0;153;158;04/12/2022;0;272608
2678;10634;France;ANTS;1;1;-76;283;19/04/2022;0;272605
2679;10635;France;Pré-plainte en ligne (PPEL);0;0;153;261;04/12/2022;0;272602
2680;10637;France;Amendes.gouv.fr;1;0;-80;245;15/04/2022;0;272599
2681;10638;France;Service-public.fr;0;0;-65;127;30/04/2022;0;272597
2682;10640;France;Centre du service national et de la jeunesse;0;0;-81;170;14/04/2022;0;272594
2683;10641;France;Impots.gouv.fr;0;0;153;443;04/12/2022;0;272591
2684;10642;France;Préfecture;1;1;62;470;05/10/2022;0;269610
2685;10643;France;ANTS;1;1;-107;120;19/04/2022;0;272588
2686;10645;France;ANTS;1;0;-107;762;19/04/2022;0;272585
2687;10646;France;Impots.gouv.fr;0;0;92;183;04/11/2022;0;272582
2688;10647;France;THESEE;0;0;122;336;04/12/2022;0;272580
2689;10648;France;Amendes.gouv.fr;0;0;-107;349;19/04/2022;0;272577
2690;10649;Israël;Carsat;1;1;-98;949;28/04/2022;0;272574
2691;10650;France;Impots.gouv.fr;0;0;-107;293;19/04/2022;0;272571
2692;10651;France;Impots.gouv.fr;1;0;-101;495;25/04/2022;0;272568
2693;10655;France;Amendes.gouv.fr;1;0;-107;218;19/04/2022;0;272565
2694;10656;France;Service des Impôts des particuliers;0;0;-113;435;13/04/2022;0;272563
2695;10658;France;CAF;0;0;-105;959;21/04/2022;0;272560
2696;10659;France;Région de Gendarmerie;0;0;-106;106;20/04/2022;0;272557
2697;10660;France;Caisse régionale URSSAF;1;1;-111;133;15/04/2022;0;272554
2698;10662;France;Carsat;0;1;-112;131;14/04/2022;0;272551
2699;10664;France;ANAH;1;0;-180;865;05/02/2022;0;272548
2700;10666;France;Carsat;1;1;-107;821;19/04/2022;0;272547
2701;10667;France;CNAM;0;0;-69;996;27/05/2022;0;272544
2702;10668;France;ANAH;1;1;-180;870;05/02/2022;0;272541
2703;10670;France;CPAM;0;0;-112;425;14/04/2022;0;272535
2704;10671;France;Préfecture;0;0;122;211;04/12/2022;0;272532
2705;10672;France;Carsat;0;0;-112;275;14/04/2022;0;272531
2706;10673;France;URSSAF;0;0;-111;738;15/04/2022;0;272528
2707;10674;France;Carsat;0;0;92;378;04/11/2022;0;272525
2708;10676;France;ANTS;0;1;-107;351;19/04/2022;0;272522
2709;10677;France;Carsat;0;0;92;266;04/11/2022;0;272519
2710;10678;France;Service des Impôts des particuliers;1;1;-112;989;14/04/2022;0;272516
2711;10679;France;Maprocuration.gouv.fr;1;0;-152;326;05/03/2022;0;272515
2712;10680;France;Carsat;0;0;92;139;04/11/2022;0;272512
2713;10681;France;Maprim'renov;1;0;-180;816;05/02/2022;1;272509
2714;10682;France;AGENCE POLE EMPLOI (APE);1;0;92;389;04/11/2022;1;272506
2715;10684;France;CNAM;1;0;-143;501;14/04/2022;0;272503
2716;10687;France;ANTS;0;1;-138;264;19/04/2022;0;272497
2717;10690;France;Carsat;0;0;91;394;04/12/2022;0;272494
2718;10691;France;Maprocuration.gouv.fr;1;0;-183;261;05/03/2022;0;272491
2719;10694;France;CNAM;0;0;-142;578;15/04/2022;0;272488
2720;10695;France;Crit'air;1;0;-142;114;15/04/2022;0;272485
2721;10697;France;Maprim'renov;1;0;-211;460;05/02/2022;1;272482
2722;10698;France;CPAM;0;0;91;730;04/12/2022;0;272479
2723;10699;France;Franceconnect;1;1;91;249;04/12/2022;0;272476
2724;10700;France;Carsat;0;1;-142;641;15/04/2022;0;272473
2725;10702;France;Franceconnect;1;1;91;808;04/12/2022;0;272470
2726;10703;France;Carsat;1;0;-138;606;19/04/2022;0;272467
2727;10705;France;COMMISSARIAT DE POLICE;1;1;-131;997;26/04/2022;0;272464
2728;10706;France;Carsat;0;0;-129;340;28/04/2022;0;272462
2729;10707;France;Service-public.fr;1;0;-134;381;23/04/2022;0;272459
2730;10708;France;Service-public.fr;0;0;-134;135;23/04/2022;0;272456
2731;10710;France;ANTS;0;0;-138;246;19/04/2022;0;272453
2732;10711;France;ANTS;0;1;-138;451;19/04/2022;0;272450
2733;10712;France;CPAM;0;0;91;141;04/12/2022;0;272447
2734;10713;France;ANTS;0;0;61;245;04/11/2022;0;272444
2735;10714;France;Service-public.fr;0;0;-127;350;30/04/2022;0;272441
2736;10715;France;CNAM;1;0;61;183;04/12/2022;0;272438
2737;10716;France;ANTS;1;1;-162;528;25/04/2022;0;272435
2738;10720;France;Maprim'renov;1;0;-241;318;05/02/2022;1;272432
2739;10721;France;Centre des Impôts Foncier;1;1;-174;393;13/04/2022;0;272429
2740;10723;France;Service-public.fr;0;0;-164;370;23/04/2022;0;272427
2741;10724;France;COMMISSARIAT DE POLICE;1;1;32;564;05/11/2022;0;272424
2742;10725;France;Maprocuration.gouv.fr;1;1;-241;154;05/02/2022;0;272421
2743;10727;France;Trésorerie hospitalière;0;1;-168;407;19/04/2022;0;272415
2744;10729;France;Région de Gendarmerie;1;1;-241;572;05/02/2022;0;272412
2745;10731;France;Maprocuration.gouv.fr;0;0;-181;522;06/04/2022;0;272411
2746;10732;France;Carsat;1;0;31;693;04/11/2022;0;272408
2747;10733;France;Carsat;1;0;31;150;04/11/2022;0;269583
2748;10735;France;COMMISSARIAT DE POLICE;1;0;-130;457;27/05/2022;0;272405
2749;10736;France;Carsat;1;0;-168;212;19/04/2022;0;272402
2750;10737;France;COMMISSARIAT DE POLICE;1;0;-213;277;05/03/2022;0;272399
2751;10738;France;Maprocuration.gouv.fr;0;0;-130;780;27/05/2022;0;272396
2752;10739;France;Carsat;1;1;31;464;04/11/2022;0;272393
2753;10741;France;Maprocuration.gouv.fr;1;0;61;157;04/12/2022;0;272390
2754;10742;France;Région de Gendarmerie;0;1;-160;258;27/04/2022;0;272387
2755;10743;France;COMMISSARIAT DE POLICE;0;0;1;317;05/11/2022;0;272384
2756;10744;France;ANTS;1;1;-193;318;25/04/2022;0;272381
2757;10745;France;Impots.gouv.fr;1;1;30;304;04/12/2022;0;272378
2758;10746;France;Carsat;0;0;30;600;04/12/2022;0;272377
2759;10747;France;Maprocuration.gouv.fr;1;1;-161;968;27/05/2022;0;272374
2760;10749;France;CNAM;1;1;-199;909;19/04/2022;0;272371
2761;10752;France;Mesdroitssociaux.gouv.fr;1;1;30;555;04/12/2022;0;272368
2762;10755;France;SignalConso;1;0;-197;629;21/04/2022;0;272365
2763;10756;France;Maprocuration.gouv.fr;0;0;-244;91;05/03/2022;0;272362
2764;10759;France;ANTS;1;0;-193;725;25/04/2022;0;272359
2765;10760;France;Service-public.fr;1;0;-195;481;23/04/2022;0;272356
2766;10762;France;Carsat;1;0;30;527;04/12/2022;0;272353
2767;10763;France;Maprim'renov;1;1;-272;953;05/02/2022;1;272350
2768;10764;France;Impots.gouv.fr;0;0;-203;778;15/04/2022;0;272347
2769;10765;France;Impots.gouv.fr;1;0;30;590;04/12/2022;0;272344
2770;10767;France;CNAM;0;1;30;290;04/12/2022;0;269568
2771;10768;France;AGIRC-ARRCO;1;0;-192;430;26/04/2022;0;272342
2772;10770;France;Maprocuration.gouv.fr;0;0;-244;144;05/03/2022;0;272339
2773;10771;France;Région de Gendarmerie;0;0;-198;326;20/04/2022;0;272336
2774;10772;France;ANTS;1;1;-193;926;25/04/2022;0;272333
2775;10773;France;Franceconnect;1;1;-204;143;14/04/2022;0;272330
2776;10775;France;Service des Impôts des particuliers;0;0;-199;662;19/04/2022;0;272327
2777;10776;France;COMMISSARIAT DE POLICE;0;1;-204;355;14/04/2022;0;272324
2778;10777;France;CPAM;0;0;-205;314;13/04/2022;0;272321
2779;10778;France;Préfecture;1;0;-198;954;20/04/2022;0;269565
2780;10779;France;AGENCE POLE EMPLOI (APE);0;0;-204;725;14/04/2022;0;272318
2781;10780;France;ANTS;1;1;-193;882;25/04/2022;0;272315
2782;10781;France;CNAM;1;1;-204;552;14/04/2022;0;272312
2783;10785;France;Carsat;0;0;-203;472;15/04/2022;0;272309
2784;10786;France;CPAM;1;0;-234;330;14/04/2022;0;272306
2785;10788;France;Carsat;0;0;-220;99;28/04/2022;0;272303
2786;10789;France;Service-public.fr;0;1;-225;290;23/04/2022;0;272300
2787;10790;France;CPAM;0;0;-234;354;14/04/2022;0;272297
2788;10792;France;Service des Impôts des particuliers;1;1;-233;160;15/04/2022;0;272294
2789;10794;France;Région de Gendarmerie;0;0;-234;480;14/04/2022;0;272291
2790;10796;France;ANAH;1;1;-302;639;05/02/2022;0;272288
2791;10797;France;ANTS;0;1;-151;661;06/07/2022;0;272285
2792;10798;France;ANTS;1;1;-233;569;15/04/2022;0;272282
2793;10800;France;CNAM;0;0;-234;399;14/04/2022;0;272279
2794;10801;France;CPAM;0;0;-234;160;14/04/2022;0;269564
2795;10802;France;CPAM;1;1;-234;566;14/04/2022;0;272276
2796;10803;France;CNAM;0;0;-234;102;14/04/2022;0;272273
2797;10804;France;CAF;1;0;-227;380;21/04/2022;0;272272
2798;10806;France;COMMISSARIAT DE POLICE;1;1;-232;604;16/04/2022;0;272269
2799;10807;France;CAF;1;0;-227;538;21/04/2022;0;272266
2800;10808;France;Carsat;1;0;-228;211;20/04/2022;0;272263
2801;10809;France;Impots.gouv.fr;0;0;-233;228;15/04/2022;0;272260
2802;10810;France;CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE;0;0;-229;175;19/04/2022;0;272257
2803;10811;France;Centre du service national et de la jeunesse;0;0;-227;404;21/04/2022;0;272256
2804;10812;France;CPAM;1;0;-234;230;14/04/2022;0;272253
