;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction
3952;Royaume-uni;Réseau consulaire;1;1;49;351;14/12/2021;1
3953;Suriname;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;49;469;14/12/2021;1
3954;Andorre;Réseau consulaire;0;0;49;182;14/12/2021;1
3955;Brésil;Réseau consulaire;0;1;49;962;14/12/2021;0
3956;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;49;995;14/12/2021;1
3957;Royaume-uni;Réseau consulaire;1;1;49;987;14/12/2021;1
3958;Tchèque, république;Réseau consulaire;0;0;49;292;14/12/2021;1
3959;Irlande;Réseau consulaire;1;0;49;799;14/12/2021;1
3960;États-unis;Réseau consulaire;1;0;49;974;14/12/2021;1
3961;Allemagne;Réseau consulaire;0;0;62;418;27/12/2021;1
3962;Royaume-uni;Réseau consulaire;0;0;62;983;27/12/2021;1
3963;Luxembourg;Réseau consulaire;1;1;62;993;27/12/2021;0
3965;États-unis;Réseau consulaire;0;0;86;931;20/01/2022;1
3968;États-unis;Réseau consulaire;1;0;49;379;14/12/2021;1
3971;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;49;329;14/12/2021;1
3972;Mexique;Réseau consulaire;1;0;30;131;25/11/2021;1
3975;Pologne;Réseau consulaire;1;0;28;476;23/11/2021;1
3976;Suisse;Réseau consulaire;1;0;30;995;25/11/2021;1
3977;Allemagne;Réseau consulaire;0;0;28;177;23/11/2021;1
3978;Belgique;Réseau consulaire;0;0;30;377;25/11/2021;1
3979;Thaïlande;Réseau consulaire;1;1;30;473;25/11/2021;1
3980;Espagne;Réseau consulaire;1;0;30;707;25/11/2021;1
3981;Royaume-uni;Réseau consulaire;1;1;30;735;25/11/2021;1
3983;Australie;Réseau consulaire;1;0;30;613;25/11/2021;0
3984;Saint-kitts-et-nevis;CNAV;1;0;50;595;15/12/2021;1
3986;Allemagne;Réseau consulaire;1;0;30;682;25/11/2021;1
3987;France;Réseau consulaire;0;0;49;296;14/12/2021;0
3988;Allemagne;Réseau consulaire;0;0;30;489;25/11/2021;1
3989;Canada;Réseau consulaire;1;0;30;806;25/11/2021;0
3991;France;Réseau consulaire;1;0;341;286;02/10/2022;0
3992;États-unis;Réseau consulaire;1;1;30;513;25/11/2021;1
3993;Bahreïn;Réseau consulaire;0;1;86;271;20/01/2022;1
3994;Espagne;Réseau consulaire;1;0;30;996;25/11/2021;1
3995;Brésil;Réseau consulaire;0;0;30;396;25/11/2021;0
3996;Afghanistan;Réseau consulaire;0;0;-228;270;12/03/2021;1
3997;Canada;Réseau consulaire;1;0;30;272;25/11/2021;0
4001;Afghanistan;Réseau consulaire;1;1;30;796;25/11/2021;1
4002;Suisse;Réseau consulaire;1;1;30;143;25/11/2021;1
4004;Côte d'ivoire;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;30;97;25/11/2021;1
4005;Espagne;Réseau consulaire;0;0;30;294;25/11/2021;1
4006;Luxembourg;Réseau consulaire;0;0;30;859;25/11/2021;0
4008;Belgique;Réseau consulaire;1;0;30;441;25/11/2021;1
4010;États-unis;Réseau consulaire;1;1;30;795;25/11/2021;1
4012;Espagne;Réseau consulaire;1;0;30;573;25/11/2021;1
4013;Allemagne;Réseau consulaire;0;0;30;222;25/11/2021;1
4014;Cap-vert;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;49;341;14/12/2021;1
4016;France;Réseau consulaire;0;0;49;355;14/12/2021;0
4017;Italie;Réseau consulaire;1;0;30;401;25/11/2021;1
4018;Afghanistan;Réseau consulaire;0;0;30;565;25/11/2021;1
4019;Suisse;Réseau consulaire;1;0;49;310;14/12/2021;1
4020;Australie;Réseau consulaire;0;0;62;351;27/12/2021;0
4021;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;49;392;14/12/2021;1
4022;Algérie;Réseau consulaire;0;1;49;306;14/12/2021;0
4023;Pérou;Réseau consulaire;0;1;49;321;14/12/2021;1
4024;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;49;573;14/12/2021;1
4025;Émirats arabes unis;Réseau consulaire;1;1;49;624;14/12/2021;0
4026;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;49;998;14/12/2021;1
4027;Canada;Réseau consulaire;0;0;50;976;15/12/2021;0
4028;Chili;Réseau consulaire;1;1;50;412;15/12/2021;1
4030;France;Réseau consulaire;1;1;49;258;15/12/2021;0
4033;Émirats arabes unis;Réseau consulaire;1;1;50;426;15/12/2021;0
4036;États-unis;Réseau consulaire;1;1;50;797;15/12/2021;1
4037;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;50;541;15/12/2021;1
4040;Suisse;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;50;476;15/12/2021;1
4041;Chili;Carsat;1;0;51;762;16/12/2021;1
4042;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;30;418;25/11/2021;1
4043;Belgique;Réseau consulaire;1;0;30;391;25/11/2021;1
4044;Brésil;Réseau consulaire;0;0;30;902;25/11/2021;0
4045;Luxembourg;Réseau consulaire;1;1;50;495;15/12/2021;0
4046;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;30;684;25/11/2021;1
4048;Allemagne;Réseau consulaire;1;1;50;852;15/12/2021;1
4049;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;50;572;15/12/2021;1
4051;Chine;Réseau consulaire;1;0;50;219;15/12/2021;1
4052;Brésil;Réseau consulaire;0;0;50;189;15/12/2021;0
4053;Italie;Réseau consulaire;0;1;50;184;15/12/2021;1
4054;Belgique;Réseau consulaire;0;0;50;411;15/12/2021;1
4056;Chine;Réseau consulaire;0;0;50;941;15/12/2021;1
4057;Belgique;Réseau consulaire;1;0;50;591;15/12/2021;1
4058;Algérie;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;50;534;15/12/2021;1
4059;Canada;Réseau consulaire;1;1;50;579;15/12/2021;0
4060;Afrique du sud;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;50;296;15/12/2021;1
4061;Allemagne;Réseau consulaire;1;0;30;949;25/11/2021;1
4062;Suisse;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;30;258;25/11/2021;1
4066;Allemagne;Réseau consulaire;1;0;30;302;25/11/2021;1
4067;Royaume-uni;Réseau consulaire;0;1;30;339;25/11/2021;1
4069;États-unis;Réseau consulaire;1;0;30;530;25/11/2021;1
4070;Argentine;Réseau consulaire;0;0;-287;223;12/01/2021;1
4071;Allemagne;Réseau consulaire;1;0;-287;124;12/01/2021;0
4073;Espagne;Réseau consulaire;0;1;-287;288;12/01/2021;0
4075;Turquie;Réseau consulaire;0;0;-256;879;12/02/2021;1
4077;Sénégal;CNAM;1;1;31;933;26/11/2021;1
4078;Liban;Réseau consulaire;1;0;-256;872;12/02/2021;1
4079;France;Service des Impôts des particuliers;1;1;111;978;14/02/2022;0
4081;Canada;Réseau consulaire;0;0;-287;430;12/01/2021;0
4082;Espagne;Réseau consulaire;0;1;-287;184;12/01/2021;0
4083;États-unis;Réseau consulaire;0;1;30;580;25/11/2021;1
4084;Afghanistan;Réseau consulaire;0;1;-287;205;12/01/2021;1
4085;Émirats arabes unis;Réseau consulaire;0;1;-256;253;12/02/2021;0
4086;Espagne;Réseau consulaire;0;1;31;530;26/11/2021;1
4087;Canada;Réseau consulaire;1;1;-256;709;12/02/2021;0
4088;Espagne;Réseau consulaire;1;1;31;141;26/11/2021;1
4089;Côte d'ivoire;Réseau consulaire;1;0;34;342;29/11/2021;1
4090;Espagne;Réseau consulaire;1;1;30;522;25/11/2021;1
4091;Espagne;Réseau consulaire;1;1;-256;929;12/02/2021;0
4092;Mexique;Réseau consulaire;1;0;50;998;15/12/2021;1
4093;Irlande;Réseau consulaire;0;0;50;926;15/12/2021;1
4095;Russie, fédération de;Réseau consulaire;0;1;31;192;26/11/2021;0
4098;Espagne;Franceconnect;1;0;-256;167;12/02/2021;1
4101;Royaume-uni;Réseau consulaire;1;0;51;299;16/12/2021;1
4102;États-unis;Réseau consulaire;1;0;30;317;25/11/2021;1
4105;Suisse;Réseau consulaire;1;1;62;113;27/12/2021;1
4106;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;62;244;27/12/2021;1
4107;Allemagne;Réseau consulaire;1;0;62;354;27/12/2021;1
4108;Espagne;Réseau consulaire;0;0;62;652;27/12/2021;1
4109;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;51;749;16/12/2021;1
4110;Espagne;Réseau consulaire;1;1;-256;335;12/02/2021;0
4111;Espagne;Réseau consulaire;1;0;-256;418;12/02/2021;0
4113;Irlande;Réseau consulaire;1;1;-287;573;12/01/2021;1
4114;France;Réseau consulaire;0;1;-287;241;12/01/2021;0
4116;Autriche;Réseau consulaire;1;1;-256;207;12/02/2021;1
4117;Émirats arabes unis;Réseau consulaire;0;0;51;201;16/12/2021;0
4118;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;51;101;16/12/2021;1
4119;États-unis;Réseau consulaire;1;0;-256;489;12/02/2021;1
4121;États-unis;Réseau consulaire;0;1;62;782;27/12/2021;1
4122;Canada;Réseau consulaire;1;1;-256;672;12/02/2021;0
4123;Canada;Réseau consulaire;1;0;62;274;27/12/2021;0
4124;France;Réseau consulaire;1;0;64;521;29/12/2021;0
4125;Australie;Réseau consulaire;0;0;64;502;29/12/2021;0
4126;Allemagne;Réseau consulaire;1;0;64;998;29/12/2021;1
4127;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;185;1001;29/04/2022;1
4131;France;COMMISSARIAT DE POLICE;1;1;58;973;23/12/2021;0
4132;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;86;998;20/01/2022;1
4134;Belgique;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;64;709;29/12/2021;1
4135;Maurice;Réseau consulaire;0;0;86;121;20/01/2022;1
4136;Belgique;Réseau consulaire;0;0;64;148;29/12/2021;1
4138;France;Réseau consulaire;0;0;64;626;29/12/2021;0
4140;Luxembourg;Réseau consulaire;1;1;51;334;16/12/2021;0
4142;Belgique;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;51;518;16/12/2021;1
4143;Australie;Réseau consulaire;0;0;51;315;16/12/2021;0
4144;États-unis;Réseau consulaire;1;0;64;993;29/12/2021;1
4146;Royaume-uni;Réseau consulaire;0;0;51;445;16/12/2021;1
4147;France;Carsat;0;0;-45;328;11/09/2021;0
4148;Espagne;Réseau consulaire;1;1;51;1001;16/12/2021;1
4149;France;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;86;967;20/01/2022;0
4150;Luxembourg;Réseau consulaire;0;1;30;621;25/11/2021;0
4151;Irlande;Réseau consulaire;1;1;51;371;16/12/2021;1
4152;Luxembourg;Réseau consulaire;0;0;51;246;16/12/2021;0
4153;France;Réseau consulaire;1;1;51;527;16/12/2021;0
4154;Suisse;Réseau consulaire;1;0;64;759;29/12/2021;1
4155;Italie;Réseau consulaire;1;1;30;536;25/11/2021;1
4156;Suisse;Réseau consulaire;1;0;30;265;25/11/2021;1
4157;Liban;Réseau consulaire;1;0;30;540;25/11/2021;1
4158;Suède;Réseau consulaire;0;0;51;522;16/12/2021;0
4160;États-unis;Réseau consulaire;1;1;51;627;16/12/2021;1
4163;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;51;566;16/12/2021;1
4166;Maroc;Réseau consulaire;1;0;341;884;02/10/2022;1
4167;Canada;Réseau consulaire;1;0;51;748;16/12/2021;0
4170;États-unis;Réseau consulaire;1;0;51;402;16/12/2021;1
4171;Égypte;Réseau consulaire;1;1;-256;469;12/02/2021;1
4172;États-unis;Réseau consulaire;0;0;-256;687;12/02/2021;1
4173;Suisse;Réseau consulaire;0;0;-256;546;12/02/2021;1
4174;Espagne;Réseau consulaire;1;0;-256;219;12/02/2021;0
4175;Royaume-uni;Réseau consulaire;1;0;86;325;20/01/2022;1
4176;Canada;Réseau consulaire;1;1;-256;254;12/02/2021;0
4178;Suisse;Réseau consulaire;1;0;-256;978;12/02/2021;1
4179;Afghanistan;Réseau consulaire;1;1;-256;1000;12/02/2021;1
4181;Luxembourg;Réseau consulaire;1;0;-256;310;12/02/2021;1
4182;États-unis;Réseau consulaire;0;1;-256;420;12/02/2021;1
4183;États-unis;Réseau consulaire;1;1;-256;648;12/02/2021;1
4184;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;51;298;16/12/2021;1
4186;Maroc;Réseau consulaire;0;1;-228;160;12/03/2021;0
4187;Luxembourg;Réseau consulaire;0;0;-256;270;12/02/2021;1
4188;Maroc;Réseau consulaire;1;0;-256;236;12/02/2021;0
4189;Allemagne;Réseau consulaire;1;0;86;137;20/01/2022;1
4190;États-unis;Réseau consulaire;1;1;-287;322;12/01/2021;1
4191;Canada;Réseau consulaire;1;1;-256;791;12/02/2021;0
4192;Afghanistan;Réseau consulaire;0;0;-256;636;12/02/2021;1
4196;Afghanistan;Réseau consulaire;1;1;-228;183;12/03/2021;1
4197;Afghanistan;Réseau consulaire;1;0;-256;213;12/02/2021;1
4199;Canada;Réseau consulaire;1;1;-256;886;12/02/2021;0
4200;Suisse;Réseau consulaire;1;1;-228;161;12/03/2021;1
4201;Mexique;Réseau consulaire;1;0;-228;475;12/03/2021;1
4203;Royaume-uni;Réseau consulaire;1;0;51;874;16/12/2021;1
4205;États-unis;Réseau consulaire;0;0;-228;363;12/03/2021;1
4207;Australie;Réseau consulaire;1;1;86;1000;20/01/2022;0
4208;Royaume-uni;Réseau consulaire;0;1;-256;267;12/02/2021;0
4209;Afghanistan;Réseau consulaire;1;0;-256;382;12/02/2021;1
4211;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;86;280;20/01/2022;1
4212;Canada;Réseau consulaire;0;0;-228;635;12/03/2021;0
4213;Afghanistan;Réseau consulaire;1;0;-228;386;12/03/2021;1
4214;États-unis;Réseau consulaire;0;1;86;390;20/01/2022;1
4215;Canada;Réseau consulaire;1;0;-256;990;12/02/2021;0
4216;Belgique;Réseau consulaire;0;0;-287;313;12/01/2021;0
4217;Afghanistan;Réseau consulaire;1;1;-256;990;12/02/2021;1
4218;Mexique;Réseau consulaire;0;1;51;748;16/12/2021;1
4219;Australie;Réseau consulaire;0;0;-256;349;12/02/2021;0
4220;Colombie;Réseau consulaire;1;1;-256;470;12/02/2021;1
4221;Royaume-uni;Franceconnect;0;0;-256;295;12/02/2021;0
4222;Royaume-uni;Réseau consulaire;0;1;-256;925;12/02/2021;0
4223;Luxembourg;Réseau consulaire;1;0;-256;781;12/02/2021;1
4225;Algérie;Réseau consulaire;1;1;-256;308;12/02/2021;0
4228;Afghanistan;Réseau consulaire;1;0;-256;640;12/02/2021;1
4231;Canada;Réseau consulaire;0;1;-228;995;12/03/2021;0
4232;Portugal;Réseau consulaire;1;0;-256;512;12/02/2021;1
4235;Canada;Réseau consulaire;1;0;-256;953;12/02/2021;0
4236;Canada;Réseau consulaire;1;1;-256;378;12/02/2021;0
4238;Italie;Réseau consulaire;0;0;-256;904;12/02/2021;1
4239;Maroc;Réseau consulaire;1;1;-256;521;12/02/2021;0
4240;France;Réseau consulaire;1;1;-256;251;12/02/2021;0
4241;Espagne;Réseau consulaire;0;1;-256;351;12/02/2021;0
4243;Algérie;Réseau consulaire;1;0;-256;855;12/02/2021;0
4244;Afghanistan;Réseau consulaire;1;0;-256;634;12/02/2021;1
4246;Canada;Réseau consulaire;1;1;64;314;29/12/2021;0
4247;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;64;560;29/12/2021;1
4248;Canada;Réseau consulaire;0;0;64;231;29/12/2021;0
4249;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;51;925;16/12/2021;1
4251;Nouvelle-zélande;Réseau consulaire;0;0;30;284;25/11/2021;1
4253;États-unis;Réseau consulaire;0;0;51;884;16/12/2021;1
4254;Royaume-uni;Réseau consulaire;1;0;30;714;25/11/2021;1
4255;Russie, fédération de;Réseau consulaire;0;0;30;156;25/11/2021;0
4256;France;Réseau consulaire;0;0;-256;428;12/02/2021;0
4257;Royaume-uni;Réseau consulaire;0;0;-256;254;12/02/2021;0
4261;Suisse;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;64;426;29/12/2021;1
4262;Royaume-uni;Réseau consulaire;1;0;87;990;21/01/2022;1
4264;Canada;Réseau consulaire;1;0;-256;135;12/02/2021;0
4438;Canada;Réseau consulaire;1;1;86;952;21/01/2022;0
4439;Indonésie;Réseau consulaire;1;0;86;275;21/01/2022;1
4441;Canada;AGIRC-ARRCO;1;1;67;721;02/01/2022;0
4443;Espagne;Réseau consulaire;0;1;86;222;21/01/2022;1
4445;États-unis;Réseau consulaire;1;1;86;968;21/01/2022;1
4446;Afghanistan;Réseau consulaire;1;1;86;376;21/01/2022;1
4447;Taïwan, province de chine;Réseau consulaire;1;0;50;596;16/12/2021;1
4449;Indonésie;Réseau consulaire;1;1;86;1001;21/01/2022;1
4450;Argentine;Réseau consulaire;1;1;86;301;21/01/2022;1
4451;États-unis;Réseau consulaire;0;0;86;994;21/01/2022;1
4452;Émirats arabes unis;Réseau consulaire;0;0;86;563;21/01/2022;0
4453;Afghanistan;Réseau consulaire;0;0;86;912;21/01/2022;1
4454;Canada;Réseau consulaire;1;0;86;685;21/01/2022;0
4455;Singapour;Réseau consulaire;1;0;340;470;02/10/2022;1
4456;Chine;Réseau consulaire;1;0;86;258;21/01/2022;1
4457;Corée, république de;Réseau consulaire;1;1;86;338;21/01/2022;1
4458;Viet nam;Réseau consulaire;1;1;-229;229;12/03/2021;1
4459;Canada;Réseau consulaire;1;0;86;464;21/01/2022;0
4460;Venezuela, république bolivarienne du;Réseau consulaire;0;0;86;272;21/01/2022;1
4461;Sénégal;Réseau consulaire;1;0;-229;889;12/03/2021;0
4463;Japon;Réseau consulaire;1;1;-229;811;12/03/2021;1
4466;Viet nam;Réseau consulaire;1;1;-229;354;12/03/2021;1
4469;États-unis;Réseau consulaire;0;0;-229;514;12/03/2021;1
4470;Canada;Réseau consulaire;1;1;-229;653;12/03/2021;0
4473;Afghanistan;Réseau consulaire;1;0;-229;982;12/03/2021;1
4474;Afghanistan;Réseau consulaire;0;0;-229;562;12/03/2021;1
4476;Afghanistan;Réseau consulaire;1;1;50;476;16/12/2021;1
4477;Canada;Réseau consulaire;1;0;-229;581;12/03/2021;0
4478;Canada;Réseau consulaire;1;0;-229;279;12/03/2021;0
4479;Espagne;Réseau consulaire;1;0;-229;814;12/03/2021;0
4481;Australie;Réseau consulaire;0;0;86;338;21/01/2022;0
4482;Thaïlande;Réseau consulaire;0;0;86;145;21/01/2022;1
4484;États-unis;Réseau consulaire;1;1;50;280;16/12/2021;1
4485;Viet nam;Réseau consulaire;0;1;-229;887;12/03/2021;1
4486;Allemagne;Réseau consulaire;0;0;-229;100;12/03/2021;0
4487;Hong-kong;Réseau consulaire;1;1;-229;244;12/03/2021;1
4489;Équateur;Réseau consulaire;1;0;50;770;16/12/2021;1
4490;États-unis;Réseau consulaire;0;0;-229;353;12/03/2021;1
4491;États-unis;Réseau consulaire;1;1;-229;318;12/03/2021;1
4492;Portugal;Réseau consulaire;1;1;86;198;21/01/2022;1
4493;Philippines;Réseau consulaire;0;0;-229;998;12/03/2021;0
4494;Canada;Réseau consulaire;0;0;-229;390;12/03/2021;0
4495;Canada;Réseau consulaire;1;1;-229;519;12/03/2021;0
4499;Canada;Réseau consulaire;1;0;-229;998;12/03/2021;0
4500;Congo, la république démocratique du;Réseau consulaire;1;1;-229;991;12/03/2021;1
4502;États-unis;Réseau consulaire;0;1;-229;554;12/03/2021;1
4503;Colombie;Réseau consulaire;0;0;86;566;21/01/2022;1
4504;Thaïlande;Réseau consulaire;1;0;50;235;16/12/2021;1
4506;Afghanistan;Réseau consulaire;1;1;50;540;16/12/2021;1
4508;Corée, république de;Réseau consulaire;0;1;86;794;21/01/2022;1
4510;Belgique;Réseau consulaire;1;0;50;598;16/12/2021;1
4511;Algérie;Réseau consulaire;1;1;-229;955;12/03/2021;0
4512;Afghanistan;Réseau consulaire;0;0;-229;292;12/03/2021;1
4514;Thaïlande;Réseau consulaire;0;0;-229;372;12/03/2021;1
4515;Afghanistan;Réseau consulaire;1;1;-229;155;12/03/2021;1
4516;Équateur;Réseau consulaire;0;0;-229;324;12/03/2021;1
4517;Afghanistan;Réseau consulaire;0;1;-229;249;12/03/2021;1
4518;Canada;Réseau consulaire;1;0;50;393;16/12/2021;0
4519;Viet nam;Réseau consulaire;0;0;50;180;16/12/2021;1
4520;Afghanistan;Réseau consulaire;1;0;50;635;16/12/2021;1
4521;Australie;Réseau consulaire;1;1;50;659;16/12/2021;0
4522;Hong-kong;Réseau consulaire;1;1;50;292;16/12/2021;1
4523;Sénégal;Réseau consulaire;0;0;50;138;16/12/2021;0
4524;Inde;Réseau consulaire;1;0;50;780;16/12/2021;1
4525;Afghanistan;Réseau consulaire;1;0;50;590;16/12/2021;1
4526;Afghanistan;Réseau consulaire;1;0;50;317;16/12/2021;1
4528;Canada;Réseau consulaire;1;0;50;973;16/12/2021;0
4531;Colombie;Réseau consulaire;1;0;50;139;16/12/2021;1
4534;Sénégal;Réseau consulaire;1;0;51;573;17/12/2021;0
4535;Canada;Réseau consulaire;1;0;51;713;17/12/2021;0
4538;Japon;Réseau consulaire;0;1;51;997;17/12/2021;1
4539;Nouvelle-zélande;Réseau consulaire;1;1;51;998;17/12/2021;1
4541;Canada;Réseau consulaire;1;0;51;966;17/12/2021;0
4542;Philippines;Réseau consulaire;0;1;51;352;17/12/2021;0
4543;Mexique;Réseau consulaire;1;1;51;582;17/12/2021;1
4544;Italie;Réseau consulaire;0;0;51;506;17/12/2021;1
4546;Argentine;Réseau consulaire;1;0;51;133;17/12/2021;1
4547;Nouvelle-zélande;Réseau consulaire;1;0;86;829;21/01/2022;1
4549;Madagascar;Réseau consulaire;1;1;51;573;17/12/2021;0
4550;Thaïlande;Réseau consulaire;0;0;86;135;21/01/2022;1
4551;Afghanistan;Réseau consulaire;1;0;51;410;17/12/2021;1
4552;Australie;Réseau consulaire;1;0;51;409;17/12/2021;0
4554;Tunisie;Réseau consulaire;1;1;51;698;17/12/2021;1
4555;Thaïlande;Réseau consulaire;0;0;51;269;17/12/2021;1
4556;Canada;Réseau consulaire;0;1;51;644;17/12/2021;0
4557;Canada;Réseau consulaire;1;1;86;370;21/01/2022;0
4558;États-unis;Réseau consulaire;1;0;51;380;17/12/2021;1
4559;Brésil;Réseau consulaire;1;0;-257;983;12/02/2021;0
4560;Chine;Réseau consulaire;0;0;86;549;21/01/2022;1
4564;Maurice;Réseau consulaire;1;0;51;995;17/12/2021;1
4565;Grèce;Réseau consulaire;1;0;86;558;21/01/2022;0
4567;Nouvelle-zélande;Réseau consulaire;0;0;86;177;21/01/2022;1
4568;États-unis;Réseau consulaire;1;0;86;996;21/01/2022;1
4569;Japon;Réseau consulaire;1;0;86;167;21/01/2022;1
4571;Chine;Réseau consulaire;0;0;86;435;21/01/2022;1
4573;Colombie;Réseau consulaire;1;0;340;993;02/10/2022;1
4575;Chine;Réseau consulaire;1;0;90;654;25/01/2022;1
4576;Afghanistan;Réseau consulaire;0;0;90;248;25/01/2022;1
4577;Canada;Réseau consulaire;1;0;340;347;02/10/2022;0
4579;Royaume-uni;Réseau consulaire;0;1;51;883;17/12/2021;1
4580;États-unis;Réseau consulaire;0;0;51;600;17/12/2021;1
4581;Afghanistan;Réseau consulaire;1;0;51;964;17/12/2021;1
4582;Japon;Réseau consulaire;0;0;51;981;17/12/2021;1
4583;Émirats arabes unis;Réseau consulaire;0;1;63;372;29/12/2021;0
4584;Viet nam;Réseau consulaire;0;0;51;574;17/12/2021;1
4585;Australie;Réseau consulaire;1;1;51;593;17/12/2021;0
4586;Canada;Réseau consulaire;0;0;86;601;21/01/2022;0
4587;Afghanistan;Réseau consulaire;0;0;51;148;17/12/2021;1
4588;Canada;Réseau consulaire;1;1;51;665;17/12/2021;0
4589;Canada;Réseau consulaire;1;1;51;517;17/12/2021;0
4590;Afghanistan;Réseau consulaire;0;1;51;368;17/12/2021;1
4591;Nouvelle-zélande;Réseau consulaire;1;0;51;480;17/12/2021;1
4593;Madagascar;Réseau consulaire;1;0;51;810;17/12/2021;0
4596;Maurice;Réseau consulaire;1;1;51;464;17/12/2021;1
4599;Afghanistan;Réseau consulaire;1;0;51;332;17/12/2021;1
4600;Viet nam;Réseau consulaire;1;1;340;505;02/10/2022;1
4603;Mexique;Réseau consulaire;1;1;51;222;17/12/2021;1
4604;Viet nam;Réseau consulaire;1;1;51;173;17/12/2021;1
4606;Afghanistan;Réseau consulaire;1;1;51;875;17/12/2021;1
4607;Rwanda;Réseau consulaire;0;0;51;124;17/12/2021;1
4608;Afghanistan;Franceconnect;0;0;29;382;25/11/2021;0
4609;États-unis;Réseau consulaire;1;0;90;184;25/01/2022;1
4611;Mexique;Réseau consulaire;1;1;51;973;17/12/2021;1
4612;Canada;Réseau consulaire;1;1;51;979;17/12/2021;0
4614;Afghanistan;Réseau consulaire;0;1;51;675;17/12/2021;1
4615;Afghanistan;Réseau consulaire;0;0;51;259;17/12/2021;1
4616;Australie;Réseau consulaire;0;0;51;439;17/12/2021;0
4617;Thaïlande;Réseau consulaire;0;1;51;207;17/12/2021;1
4619;Arabie saoudite;Réseau consulaire;0;0;90;740;25/01/2022;1
4620;États-unis;Réseau consulaire;0;0;90;870;25/01/2022;1
4621;Canada;Service Central d'Etat Civil;0;1;51;490;17/12/2021;1
4622;Afghanistan;Réseau consulaire;1;0;51;362;17/12/2021;1
4623;Afghanistan;Réseau consulaire;1;0;51;123;17/12/2021;1
4883;Suisse;Réseau consulaire;0;0;64;299;30/12/2021;1
4884;Afrique du sud;Réseau consulaire;1;0;64;554;30/12/2021;1
4888;Suisse;Réseau consulaire;1;1;114;350;18/02/2022;1
4889;Émirats arabes unis;Réseau consulaire;1;0;64;681;30/12/2021;0
4891;Canada;Réseau consulaire;0;1;64;139;30/12/2021;0
4892;Israël;Réseau consulaire;1;0;64;576;30/12/2021;1
4893;Luxembourg;Réseau consulaire;1;0;64;341;30/12/2021;0
4895;Australie;Réseau consulaire;1;1;64;508;30/12/2021;0
4897;Afghanistan;Réseau consulaire;0;1;118;268;22/02/2022;1
4899;Suède;Réseau consulaire;1;0;65;512;31/12/2021;0
4900;Espagne;Réseau consulaire;0;0;65;140;31/12/2021;1
4901;Suisse;Réseau consulaire;0;0;65;357;31/12/2021;1
4903;Slovaquie;ANTS;0;0;370;130;01/11/2022;0
4904;Belgique;Réseau consulaire;0;1;65;304;31/12/2021;1
4905;France;Réseau consulaire;0;0;65;200;31/12/2021;0
4906;Royaume-uni;Réseau consulaire;0;0;65;663;31/12/2021;1
4907;Indonésie;Réseau consulaire;1;0;65;989;31/12/2021;1
4908;Norvège;Réseau consulaire;0;0;65;365;31/12/2021;0
4909;Luxembourg;Réseau consulaire;1;0;65;877;31/12/2021;0
4910;Suisse;Réseau consulaire;1;1;65;565;31/12/2021;1
4911;Afghanistan;Réseau consulaire;1;1;114;958;18/02/2022;1
4912;Liban;Réseau consulaire;1;1;65;903;31/12/2021;1
4913;Afghanistan;Réseau consulaire;1;1;65;922;31/12/2021;1
4914;Suisse;Réseau consulaire;1;1;65;90;31/12/2021;1
4915;Espagne;Réseau consulaire;0;0;65;439;31/12/2021;1
4917;Suisse;Réseau consulaire;1;1;65;648;31/12/2021;1
4920;Luxembourg;Réseau consulaire;1;0;114;447;18/02/2022;0
